% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=862934, Tue Mar 31 23:20:44 2020, <python>{}</python>
1 10 0.46913177550396684 1.0000437509570452 319.778080565346 3.1977808056534599e+02 354.56323881944354 440.3067551186988   
2 20 0.4639401313431813 1.2092330993451128 319.778080565346 3.2105447371797698e+02 339.5444247364595 433.8326023143418   
3 30 0.4067416406758394 1.3923599057624536 318.7843906335818 3.1878439063358178e+02 358.3165658153778 427.5462492394402   
4 40 0.3740701093673386 1.441246239764502 318.7843906335818 3.2153423185654606e+02 339.8426049570921 380.42917931906015   
5 50 0.37240303874757086 1.4752779073280233 313.7410239621816 3.1374102396218160e+02 322.99146620197445 387.8961688506946   
6 60 0.34631732192809966 1.5719850432811453 313.7410239621816 3.1928430292969574e+02 330.47109814828434 350.6291689015521   
7 70 0.3371939454771308 1.7269919378837681 313.7410239621816 3.1558283749775978e+02 327.53046175939556 351.4869410961379   
8 80 0.34621005345855055 1.6775746946794223 313.278290464919 3.1327829046491900e+02 323.87489331492543 359.95757052481304   
9 90 0.36434843518807847 1.6776323023093442 313.278290464919 3.1776424578392596e+02 331.8562093794307 410.8433284132143   
10 100 0.3694972018150982 1.7105717284888167 313.278290464919 3.1751279185667465e+02 332.3431321379397 415.647174409041   
11 110 0.3432304142248326 1.8076880142489486 313.278290464919 3.1610327570100253e+02 323.7952796408181 344.99348143758067   
12 120 0.32301049947180777 1.914156524606501 313.278290464919 3.1341350002455101e+02 322.85062297953846 340.51438134340754   
13 130 0.3238479923885872 2.0139759706285836 313.1191350194786 3.1311913501947862e+02 320.8176980446801 343.2777704824447   
14 140 0.31034785994155206 2.0819079899724757 313.1191350194786 3.1339906527834768e+02 327.21617675977046 370.9361428719917   
15 150 0.28656033236133893 2.256088788743139 312.33506366579206 3.1233506366579206e+02 316.67352505398907 329.47263224081604   
16 160 0.26359693942612905 2.342186872010427 311.0816515418961 3.1108165154189612e+02 335.6962998610947 373.61106824600114   
17 170 0.23552914861009105 2.437302338178872 311.0816515418961 3.1146522521750217e+02 320.0944685859763 339.5341539348557   
18 180 0.23930215288921663 2.597065509699923 311.0816515418961 3.1126426253855203e+02 316.37932111819316 334.9781390923706   
19 190 0.2277224087487545 2.5637251466463558 311.0816515418961 3.1210296627748397e+02 316.8764388048811 337.0910619900238   
20 200 0.20577667926220888 2.941408131265423 311.0816515418961 3.1284483399038550e+02 316.39398146625183 321.5104127826578   
21 210 0.1890883630301963 3.021061364859563 311.0816515418961 3.1214568906953991e+02 314.0906610839383 318.6649148704141   
22 220 0.17508312773361814 2.9884022679968374 311.0816515418961 3.1205158165217711e+02 314.99858257548885 331.67746902183217   
23 230 0.17605573730871726 3.0666531573644438 311.0816515418961 3.1177545222717271e+02 314.5150364796376 319.026081959517   
24 240 0.1765033218816112 3.447135048816443 311.0816515418961 3.1164976445888084e+02 314.062453268554 318.68376624000814   
25 250 0.1814411933293363 3.492735200620046 311.0816515418961 3.1115077242590934e+02 315.3596343413691 317.80354985097347   
26 260 0.16265266566164807 3.5446670354498404 311.04314624551944 3.1104314624551944e+02 313.83981508046537 315.9897516912033   
27 270 0.15551881014389815 3.7089809246218257 311.04314624551944 3.1157589828832715e+02 313.2713774453165 320.25816195418184   
28 280 0.15814484779961252 4.0711597534354205 311.04314624551944 3.1125635762324578e+02 312.62502522041507 326.99119546213046   
29 290 0.16301612510208335 4.073695335858978 311.04314624551944 3.1151650983560643e+02 312.5384652023802 320.6866251756113   
30 300 0.16379860725026643 4.508225954037576 310.9113920121321 3.1091139201213213e+02 312.1663309307653 316.4452133684476   
31 310 0.1539896553261974 4.635338646186802 310.75229281129793 3.1075229281129793e+02 311.59210093215677 314.67275156828936   
32 320 0.13523939994137657 4.692433294991225 310.34677309637607 3.1034677309637607e+02 312.2161779673173 317.65553477437476   
