% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=372266, Tue Apr  7 17:27:45 2020
1 10 -0.05536357229688859 -0.005104863582241947 0.002829573715676885 0.08120493693649317 1 1 1 1 1 1 1 1
2 20 -0.16731314058634192 -0.00043084263739463595 0.0009183405440573365 0.11337358767331115 1 1 1 1 1 1 1 1
3 30 -0.15170845148074294 -0.0016778708524096048 0.006314729027552804 0.10072916273503701 1 1 1 1 1 1 1 1
4 40 -0.16424850933074495 -0.0007291375459014611 0.00016483098878631824 0.10824766657318843 1 1 1 1 1 1 1 1
5 50 -0.19547236219703282 -0.006657358623198563 0.004058261981162065 0.15323976375669418 1 1 1 1 1 1 1 1
6 60 -0.19581428134055795 -0.002499155999392694 0.02065515027157262 0.18420957689538323 1 1 1 1 1 1 1 1
7 70 -0.18036513376495483 -0.001778685806216767 0.008832949949731559 0.2060502796758599 1 1 1 1 1 1 1 1
8 80 -0.18048003855908507 -0.002571157230885024 0.020143268846918076 0.20048856774491935 1 1 1 1 1 1 1 1
9 90 -0.14088967544381098 -0.006640626820795456 0.03254695914859992 0.18111595995410615 1 1 1 1 1 1 1 1
10 100 -0.22962511179448358 -0.003071408537579069 0.011482216353460783 0.1412904435153637 1 1 1 1 1 1 1 1
11 110 -0.26059641903821323 -0.019468071779153894 0.003752450499727998 0.14577136645005237 1 1 1 1 1 1 1 1
12 120 -0.26442747866519917 -0.012816940962806632 0.007166182082782507 0.17998199675800292 1 1 1 1 1 1 1 1
13 130 -0.30014117200356755 -0.030475396533144412 0.004265147464747492 0.2579907982539572 1 1 1 1 1 1 1 1
14 140 -0.33336721360853466 -0.0002829210193585022 0.00655548693478468 0.26987884903676745 1 1 1 1 1 1 1 1
15 150 -0.39619035300831956 -0.0038280343387320673 0.004434386210510734 0.25758293021850404 1 1 1 1 1 1 1 1
16 160 -0.3903792559085846 -0.001718859186293589 0.004361799924026856 0.27003319821187816 1 1 1 1 1 1 1 1
17 170 -0.4141346029853286 -0.0021464286373944264 0.012839428414660977 0.2695406156243254 1 1 1 1 1 1 1 1
18 180 -0.44126953785193324 -0.02241494016209539 0.005599350614824543 0.26723698228338294 1 1 1 1 1 1 1 1
19 190 -0.4470479501828034 -0.012254629051191842 0.020201963661236482 0.2656431759206015 1 1 1 1 1 1 1 1
20 200 -0.46014361909259427 -0.014518379576726565 0.022165216787986414 0.2861249908367035 1 1 1 1 1 1 1 1
21 210 -0.46817862837845076 -0.007829118525939364 0.014577113163898809 0.2466759969126163 1 1 1 1 1 1 1 1
22 220 -0.4755289653497047 -0.0017753032165739927 0.011805201267519237 0.3002223940495658 1 1 1 1 1 1 1 1
23 230 -0.4559629233005182 -0.02099130611934439 0.022351333360573582 0.2955872244548453 1 1 1 1 1 1 1 1
24 240 -0.4287934255975421 -0.038067422958402555 0.007158760230731767 0.2739184501571113 1 1 1 1 1 1 1 1
25 250 -0.44876016096537563 -0.05300962749977762 0.0322051788699653 0.3250479467999374 1 1 1 1 1 1 1 1
26 260 -0.45882828578458384 -0.003283484375226799 0.014926345522684157 0.387829338964317 1 1 1 1 1 1 1 1
27 270 -0.47120165868920794 -0.0026917130464220026 0.002905230685130572 0.3399682033301685 1 1 1 1 1 1 1 1
