% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=839194, Tue Mar 31 23:02:48 2020
1 10 0.4364453232850284 1.0000437509570452 1.0 1.0 1.0000062500195313 1.0000125000781253 1.0000187501757822 1.0000250003125026 1.0000312504882864 1.0000375007031337 1.0000437509570452
2 20 0.4321011343391925 1.0334720748069945 0.8875771304440504 0.8875771304440504 0.9607683670054458 0.9807800792100942 0.9906697851306595 0.9972027749004231 1.0097283114419588 1.0317956561646962 1.0334720748069945
3 30 0.42184285248571185 1.10995416221946 0.8291419980550636 0.8291419980550636 0.9183774939042544 0.9652475616098909 0.9726616583815577 0.9958590536713121 1.017669512127166 1.0470647473926114 1.10995416221946
4 40 0.38524372645057375 1.1243325343881587 0.8019816118674481 0.8019816118674481 0.9083326502146916 0.9375035059716662 0.9476152555446603 0.9573655100020514 1.0441301346939085 1.094983692721175 1.1243325343881587
5 50 0.369381280856019 1.084434282178647 0.785376012076034 0.785376012076034 0.8968260923367647 0.9133951671932735 0.9445812961703297 0.951872125218022 1.0273359037446774 1.0708563992824913 1.084434282178647
6 60 0.3507844481045704 1.105904526858499 0.7710394950069936 0.7710394950069936 0.8764907208329862 0.9010646543013444 0.9296246512459364 0.968856220380101 1.024790388081656 1.058955952713571 1.105904526858499
7 70 0.33205491136162774 1.1196797964865572 0.7340367083665357 0.7340367083665357 0.859190162133002 0.8758299635561275 0.9384906349508814 0.9611859775670297 1.009258227627157 1.047758842072609 1.1196797964865572
8 80 0.32191664862270125 1.1305222761014422 0.6748525166298447 0.6748525166298447 0.8612757590446631 0.8866725060886342 0.9303546641058811 0.9775846254159931 1.0109860652431248 1.038698271002759 1.1305222761014422
9 90 0.317248784426887 1.1473468152021016 0.6706005172130171 0.6706005172130171 0.8191893832898401 0.8531999747884074 0.9479417383402408 0.958073799340634 1.0104793939891914 1.0754309485761138 1.1473468152021016
10 100 0.2938729558010039 1.1579070971197818 0.6475619070139419 0.6475619070139419 0.8252021986004712 0.8569627678239466 0.9006468560988047 0.9378094437478928 1.0036661236291817 1.1057924832518662 1.1579070971197818
